Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
3970,US-2023-103724,08/28/2023,08/30/2023,Same Day,CG-24669,Home Office,West,Arizona,Furniture,Tables,,1,0.1,1.7
3971,US-2021-108726,01-02-2021,01-05-2021,First Class,CG-25445,Home Office,West,Nevada,Technology,Phones,2934.97,3,0,-447.9
3972,US-2022-101360,09/27/2022,10-02-2022,First Class,CG-10888,Home Office,Central,Ohio,Furniture,Furnishings,1007.88,3,0.5,324.52
3973,US-2023-107178,02/27/2023,02/28/2023,Second Class,CG-81901,Home Office,Central,Missouri,Technology,Machines,2949.16,4,0.3,-521.37
3974,US-2021-103490,03/25/2021,03/31/2021,Second Class,CG-89054,Consumer,EAST,Massachusetts,Furniture,Chairs,1530.23,6,0,-350.44
3975,US-2022-108324,08/29/2022,08/30/2022,First Class,CG-97305,Consumer,Central,Missouri,Office Supplies,Storage,122.03,5,0,-6.06
3976,US-2021-109728,07-10-2021,07-11-2021,Same Day,CG-71902,Consumer,South,North Carolina,Office Supplies,Art,114.37,1,0,18
3977,US-2024-105808,10/25/2024,11-01-2024,Standard Class,CG-83140,Consumer,East,New York,Office Supplies,Binders,249.78,5,0.4,-14.41
3978,US-2024-103171,05/31/2024,06-06-2024,Second Class,CG-86529,Consumer,Central,Michigan,Office Supplies,Art,132.14,1,0.15,-19.33
3979,US-2024-102344,08-07-2024,08/14/2024,First Class,CG-25796,Home Office,CENTRAL,Texas,Office Supplies,Paper,275.43,5,0.4,-19.61
3980,US-2021-100391,07/30/2021,08-03-2021,Second Class,CG-95799,Home Office,South,Florida,Technology,Phones,1549.07,2,0.15,-298.47
3981,US-2023-101972,08/28/2023,09-03-2023,Standard Class,CG-57386,Corporate,Central,Michigan,Furniture,Bookcases,1264.79,5,0.4,65.95
3982,US-2022-101786,06/29/2022,07-03-2022,Standard Class,CG-25267,Consumer,South,Tennessee,Furniture,Bookcases,4501.17,6,0,-533.68
3983,US-2021-108217,06-06-2021,06/13/2021,Second Class,CG-23934,Consumer,South,Florida,Furniture,Chairs,188.95,2,0,59.96
3984,US-2022-106491,02/23/2022,02/26/2022,Standard Class,CG-36061,Home Office,Central,Missouri,Technology,Copiers,830.42,8,0.1,161.67
3985,US-2023-100838,05/21/2023,05/25/2023,Standard Class,CG-48672,Corporate,West,Oregon,Office Supplies,Labels,154.09,2,0,-31.41
3986,US-2022-105581,09/27/2022,10-01-2022,First Class,CG-88814,Corporate,Central,Illinois,Furniture,Chairs,452.8,1,0.2,23.25
3987,US-2023-103227,06-02-2023,06-09-2023,Standard Class,CG-11487,Home Office,South,Tennessee,Furniture,Bookcases,1125.93,2,0.4,372.22
3988,US-2022-105485,07/13/2022,07/19/2022,First Class,CG-19458,Consumer,West,Arizona,Technology,Copiers,3395.16,4,0.3,-142.09
3989,US-2024-106539,02/22/2024,02/29/2024,Second Class,CG-13942,Home Office,WEST,California,Furniture,Bookcases,1243.4,2,0,79.09
3990,US-2024-106777,06/17/2024,06/19/2024,First Class,CG-39819,Home Office,South,Tennessee,Office Supplies,Storage,517.74,7,0.4,174.01
3991,US-2021-100437,08/21/2021,08/25/2021,Second Class,CG-15655,Consumer,South,Tennessee,Furniture,Tables,4341.52,7,0,-524.8
3992,US-2022-105501,02-06-2022,02/13/2022,First Class,CG-64881,Home Office,South,Tennessee,Office Supplies,Binders,262.67,4,0.3,77.27
3993,US-2024-108525,10-08-2024,10-11-2024,Same Day,CG-22041,Home Office,East,New York,Technology,Accessories,2862.08,3,0,742.52
3994,US-2023-107668,01/26/2023,01/28/2023,Standard Class,CG-20308,Consumer,CENTRAL,Ohio,Furniture,Furnishings,284.52,4,0,32.43
3995,US-2023-109247,04/18/2023,04/22/2023,Same Day,CG-71082,Home Office,East,New York,Furniture,Bookcases,1046.55,5,0.2,-74.7
3996,US-2022-107324,04/28/2022,05-02-2022,First Class,CG-79657,Home Office,Central,Michigan,Office Supplies,Binders,6.48,2,0.2,-1.14
3997,US-2024-101601,03/22/2024,03/23/2024,First Class,CG-37044,Corporate,West,California,Technology,Phones,2905.11,7,0,-177.93
3998,US-2023-102307,05/17/2023,05/24/2023,Second Class,CG-13959,Consumer,Central,Missouri,Office Supplies,Paper,742.36,7,0.15,-130.99
3999,US-2023-104121,10/21/2023,10/27/2023,First Class,CG-46364,Corporate,South,Alabama,Office Supplies,Storage,97.84,1,0,5.5
4000,US-2022-101968,11/23/2022,11/25/2022,Standard Class,CG-94902,Consumer,Central,Texas,Office Supplies,Paper,1040.05,8,0.1,79.21
4001,US-2024-100314,11-06-2024,11-12-2024,Standard Class,CG-35919,Home Office,East,Virginia,Technology,Accessories,210.25,2,0,20.85
4002,US-2023-103059,12/14/2023,12/20/2023,Second Class,CG-13808,Consumer,South,North Carolina,Furniture,Furnishings,4402,7,0,1519.67
4003,US-2021-106412,05-02-2021,05-05-2021,Second Class,CG-96361,Corporate,South,Georgia,Office Supplies,Storage,333.49,5,0.3,73.69
4004,US-2021-108250,02/27/2021,03-03-2021,First Class,CG-79317,Home Office,South,Alabama,Office Supplies,Art,47.32,1,0,-5.35
4005,US-2021-104017,03-03-2021,03-07-2021,First Class,CG-30504,Home Office,East,New Jersey,Technology,Accessories,2746.16,8,0,255.78
4006,US-2024-106789,02/14/2024,02/17/2024,Standard Class,CG-75697,Home Office,South,Alabama,Furniture,Chairs,3110.21,8,0.5,-502.05
4007,US-2023-101754,08-12-2023,08/17/2023,First Class,CG-34203,Consumer,South,North Carolina,Technology,Machines,2279.67,6,0.5,452.72
4008,US-2021-102793,02/16/2021,02/23/2021,Same Day,CG-55971,Consumer,South,Tennessee,Office Supplies,Storage,199.85,2,0.15,16.53
4009,US-2023-107224,06-05-2023,06-08-2023,Standard Class,CG-80703,Corporate,West,Oregon,Technology,Machines,806.91,3,0,134.26
4010,US-2024-109305,08-05-2024,08-08-2024,Same Day,CG-13763,Consumer,South,North Carolina,Office Supplies,Paper,197.58,3,0.15,54.58
4011,US-2023-100814,03/14/2023,03/16/2023,Standard Class,CG-42765,Consumer,Central,Texas,Technology,Phones,1778.05,4,0.3,511.02
4012,US-2022-107220,05-11-2022,05/18/2022,Second Class,CG-46195,Corporate,Central,Illinois,Furniture,Chairs,1841.48,6,0.4,468.67
4013,US-2023-103168,07/19/2023,07/25/2023,Second Class,CG-96067,Corporate,West,Oregon,Technology,Phones,424.2,1,0,85.65
4014,US-2022-108982,01/20/2022,01/23/2022,Same Day,CG-80707,Corporate,South,North Carolina,Office Supplies,Paper,272.1,6,0.2,-60.95
4015,US-2021-108080,08/29/2021,08/31/2021,Same Day,CG-92628,Corporate,Central,Missouri,Furniture,Tables,4740.68,8,0,-679.83
4016,US-2023-109539,12/25/2023,12/29/2023,Standard Class,CG-93472,Corporate,Central,Ohio,Technology,Phones,2767.95,6,0.2,720.96
4017,US-2021-105049,11/15/2021,11/20/2021,Second Class,CG-99419,Consumer,East,Pennsylvania,Furniture,Furnishings,859.92,2,0.15,276.76
4018,US-2021-101346,12/19/2021,12/26/2021,First Class,CG-23277,Home Office,South,Florida,Office Supplies,Storage,291.93,4,0.2,96.39
4019,US-2024-105289,08-12-2024,08/17/2024,First Class,CG-30076,Home Office,West,Arizona,Office Supplies,Labels,718.21,8,0.5,-165.05
4020,US-2022-105207,05-05-2022,05-10-2022,First Class,CG-57985,Home Office,South,Georgia,Technology,Accessories,8487.04,8,0,609.35
4021,US-2021-107097,03-06-2021,03-11-2021,Second Class,CG-53969,Home Office,West,California,Technology,Phones,949.88,3,0,-234.82
4022,US-2022-106434,02/13/2022,02/16/2022,Same Day,CG-69350,Corporate,East,Virginia,Office Supplies,Binders,110.35,5,0.3,28.84
4023,US-2022-104740,05/31/2022,06-03-2022,Standard Class,CG-32098,Consumer,West,Nevada,Technology,Accessories,6320.85,8,0,-854.54
4024,US-2022-104725,06-01-2022,06-04-2022,Same Day,CG-90066,Corporate,South,Tennessee,Office Supplies,Paper,213.94,3,0.15,8.2
4025,US-2021-109005,06-08-2021,06-12-2021,First Class,CG-16608,Consumer,South,North Carolina,Technology,Machines,2982.18,8,0.1,-438.03
4026,US-2022-104606,12-03-2022,12-07-2022,First Class,CG-54459,Home Office,South,Tennessee,Technology,Copiers,4381.49,6,0,-111.89
4027,US-2024-109564,08/25/2024,08/31/2024,First Class,CG-95886,Consumer,East,Massachusetts,Furniture,Bookcases,687.1,1,0,232.84
4028,US-2022-103681,01/23/2022,01/25/2022,Standard Class,CG-75317,Consumer,Central,Michigan,Technology,Accessories,4987.17,8,0.4,310.24
4029,US-2024-103043,06/18/2024,06/24/2024,Same Day,CG-24636,Home Office,West,Nevada,Technology,Copiers,4698.6,6,0.1,745.59
4030,US-2023-103648,03-09-2023,03-12-2023,Standard Class,CG-26091,Consumer,Central,Texas,Furniture,Tables,4510.96,7,0.1,1132.33
4031,US-2023-109858,06-01-2023,06-02-2023,Same Day,CG-50951,Home Office,South,Tennessee,Furniture,Furnishings,2263.29,6,0,-560.53
4032,US-2021-102010,10-01-2021,10-06-2021,Second Class,CG-53278,Corporate,West,Arizona,Furniture,Chairs,2354.4,3,0,407.4
4033,US-2021-101930,11-05-2021,11-10-2021,Standard Class,CG-58089,Corporate,East,Pennsylvania,Furniture,Furnishings,3724.35,8,0,740.93
4034,US-2023-104856,07-06-2023,07/13/2023,First Class,CG-44693,Home Office,Central,Texas,Office Supplies,Labels,348.2,5,0,5.56
4035,US-2024-105172,10/16/2024,10/19/2024,Same Day,CG-85231,Consumer,West,Oregon,Furniture,Tables,632.29,1,0.2,201.32
4036,US-2024-103966,05-05-2024,05-10-2024,Second Class,CG-13447,Home Office,Central,Illinois,Technology,Accessories,936.9,1,0.1,285.94
4037,US-2022-105657,11-04-2022,11-05-2022,Same Day,CG-17106,Home Office,West,California,Technology,Machines,3006.27,3,0.1,721.33
4038,US-2023-105453,09/16/2023,09/19/2023,First Class,CG-62186,Corporate,South,North Carolina,Furniture,Bookcases,2108.72,8,0.4,192.48
4039,US-2024-109122,08/26/2024,09-02-2024,Standard Class,CG-10717,Consumer,West,Nevada,Technology,Copiers,2115.28,7,0.15,333.8
4040,US-2022-106669,11-05-2022,11-10-2022,Standard Class,CG-48443,Home Office,South,Alabama,Technology,Accessories,2409.77,3,0.5,-51.64
4041,US-2021-105508,02-12-2021,02/14/2021,First Class,CG-26432,Corporate,Central,Missouri,Furniture,Bookcases,1121.92,2,0,199.11
4042,US-2021-103960,05/16/2021,05/18/2021,Second Class,CG-76538,Home Office,West,Oregon,Technology,Machines,1224.04,3,0,-37.47
4043,US-2023-107698,06/15/2023,06/20/2023,First Class,CG-85573,Consumer,Central,Michigan,Office Supplies,Storage,38.44,3,0.2,10.96
4044,US-2023-106556,08/27/2023,09-01-2023,Standard Class,CG-76668,Home Office,East,New York,Furniture,Chairs,1199.83,5,0.4,187.5
4045,US-2022-109927,01-07-2022,01-12-2022,Same Day,CG-69017,Home Office,South,Georgia,Furniture,Chairs,558.26,3,0,-29.74
4046,US-2023-101523,07-02-2023,07-06-2023,First Class,CG-44060,Corporate,,Massachusetts,Office Supplies,Storage,326.35,4,0.15,63.7
4047,US-2023-106340,04-03-2023,04-06-2023,First Class,CG-29594,Corporate,Central,Ohio,Office Supplies,Binders,641.09,7,0.3,148.43
4048,US-2024-102957,05/22/2024,05/28/2024,Same Day,CG-53810,Corporate,South,Florida,Office Supplies,Labels,24.71,3,0,5.7
4049,US-2021-108929,07-03-2021,07-08-2021,Standard Class,CG-66471,Home Office,West,Oregon,Furniture,Bookcases,1749.1,3,0.15,130.03
4050,US-2022-107060,04/15/2022,04/19/2022,Same Day,CG-87311,Corporate,South,Florida,Technology,Copiers,3747.4,8,0,-182.63
4051,US-2023-101916,01/20/2023,01/25/2023,First Class,CG-53557,Home Office,East,Massachusetts,Furniture,Chairs,2160.14,7,0.1,357.89
4052,US-2021-100792,04-03-2021,04-07-2021,First Class,CG-60070,Corporate,East,New Jersey,Office Supplies,Paper,438.42,7,0,-41.15
4053,US-2024-109496,11/30/2024,12-05-2024,First Class,CG-85646,Corporate,South,Florida,Office Supplies,Art,732.98,6,0.4,-136.86
4054,US-2022-105313,08/17/2022,08/22/2022,Same Day,CG-33903,Corporate,West,California,Furniture,Bookcases,383.81,3,0.4,-74.68
4055,US-2024-109702,03/15/2024,03/16/2024,Second Class,CG-51363,Consumer,East,New York,Office Supplies,Paper,306.33,5,0.5,25.38
4056,US-2023-100565,09/18/2023,09/24/2023,Standard Class,CG-70210,Corporate,Central,Ohio,Furniture,Chairs,1834.49,3,0.1,29.4
4057,US-2024-104944,04-03-2024,04-06-2024,Second Class,CG-44911,Corporate,West,Arizona,Technology,Machines,819.62,2,0,101.32
4058,US-2022-107430,05/20/2022,05/25/2022,Same Day,CG-98944,Home Office,West,Arizona,Furniture,Tables,1411.39,8,0,-311.42
4059,US-2023-100291,10/21/2023,10/27/2023,Same Day,CG-84498,Corporate,East,Virginia,Furniture,Bookcases,1023.42,6,0,55.76
4060,US-2024-101444,04/16/2024,04/18/2024,Same Day,CG-58342,Consumer,Central,Texas,Furniture,Chairs,2652.33,6,0.5,-289.05
4061,US-2023-107384,11/25/2023,11/30/2023,Same Day,CG-81219,Consumer,East,New Jersey,Furniture,Furnishings,527.29,1,0.5,24.64
4062,US-2021-101863,02-01-2021,02-06-2021,Same Day,CG-90526,Consumer,WEST,Arizona,Office Supplies,Labels,160.85,2,0.4,56.19
4063,US-2023-100099,10/15/2023,10/22/2023,First Class,CG-98835,Home Office,Central,Illinois,Technology,Accessories,3525.05,4,0.1,714.62
4064,US-2022-100897,10-08-2022,10/15/2022,First Class,CG-53287,Consumer,West,Oregon,Technology,Copiers,8002.33,7,0,-1157.98
4065,US-2024-101755,07/29/2024,08-03-2024,First Class,CG-40970,Corporate,South,Florida,Furniture,Tables,442.18,1,0.15,99.75
4066,US-2024-100711,03/15/2024,03/21/2024,Second Class,CG-88619,Consumer,East,Virginia,Technology,Accessories,7611.46,8,0,-756.57
4067,US-2024-109106,03-12-2024,03/16/2024,Second Class,CG-96100,Home Office,West,California,Technology,Machines,5529.99,7,0.15,1537.79
4068,US-2024-104148,01/29/2024,01/30/2024,First Class,CG-23695,Corporate,Central,Missouri,Technology,Copiers,6343.79,8,0,-1385.04
4069,US-2023-105315,05/19/2023,05/25/2023,Second Class,CG-71446,Consumer,Central,Texas,Office Supplies,Paper,100.61,2,0.4,27.78
4070,US-2023-106810,07/21/2023,07/23/2023,Second Class,CG-43515,Corporate,West,Nevada,Technology,Accessories,442.13,4,0.4,145.26
4071,US-2024-103325,03/22/2024,03/29/2024,Standard Class,CG-93686,Home Office,SOUTH,North Carolina,Office Supplies,Labels,199.86,7,0.5,50.21
4072,US-2022-105687,10/14/2022,10/15/2022,Second Class,CG-39357,Home Office,South,Alabama,Furniture,Tables,1227.54,4,0.4,368.11
4073,US-2024-106067,12/16/2024,12/21/2024,Second Class,CG-17617,Corporate,East,Pennsylvania,Technology,Machines,2603.55,3,0,-572.16
4074,US-2023-105003,11/30/2023,12-06-2023,Same Day,CG-79286,Corporate,East,New Jersey,Technology,Copiers,860.25,2,0,249.26
4075,US-2023-105418,05/22/2023,05/26/2023,Second Class,CG-46114,Corporate,Central,Missouri,Technology,Accessories,441.04,1,0,125.5
4076,US-2022-103164,06/28/2022,07-01-2022,First Class,CG-59005,Consumer,East,Virginia,Technology,Copiers,2643.6,4,0,598.14
4077,US-2023-102245,10-12-2023,10/15/2023,Second Class,CG-87990,Consumer,SOUTH,Florida,Furniture,Chairs,616.15,1,0,50.56
4078,US-2023-101282,10-06-2023,10-12-2023,First Class,CG-79755,Consumer,WEST,Oregon,Technology,Copiers,3267.46,5,0.15,192.27
4079,US-2024-109569,12-01-2024,12-05-2024,Same Day,CG-82033,Consumer,East,Virginia,Office Supplies,Labels,659.89,6,0.2,-149.49
4080,US-2022-103504,01/21/2022,01/23/2022,Second Class,CG-61897,Home Office,East,Virginia,Furniture,Chairs,2172.24,3,0.15,-348.52
4081,US-2022-103418,04/17/2022,04/24/2022,Same Day,CG-71247,Corporate,South,Alabama,Office Supplies,Paper,169.64,4,0.15,14.44
4082,US-2021-109623,08-10-2021,08-11-2021,Standard Class,CG-44613,Corporate,SOUTH,North Carolina,Furniture,Bookcases,2312.88,4,0,430.71
4083,US-2021-104360,10/31/2021,11-02-2021,First Class,CG-12404,Home Office,Central,Ohio,Office Supplies,Binders,95.25,1,0.3,-15.42
4084,US-2022-103799,10-01-2022,10-02-2022,Second Class,CG-42223,Corporate,,Georgia,Furniture,Chairs,4227.02,7,0.3,320.28
4085,US-2022-102043,08/30/2022,09-05-2022,Second Class,CG-19843,Consumer,West,California,Technology,Machines,5435.98,7,0,-419.16
4086,US-2024-108486,03/31/2024,04-06-2024,First Class,CG-57232,Consumer,South,Georgia,Office Supplies,Labels,194.43,3,0,-14.82
4087,US-2023-109731,11/19/2023,11/23/2023,Second Class,CG-36399,Consumer,South,Alabama,Furniture,Chairs,390.18,1,0,-53.16
4088,US-2024-108286,12-05-2024,12-12-2024,Second Class,CG-55206,Home Office,South,Tennessee,Technology,Phones,2657.29,8,0,819.54
4089,US-2021-102437,12-06-2021,12-10-2021,Same Day,CG-35227,Home Office,South,Tennessee,Office Supplies,Labels,560.21,4,0,-104.26
4090,US-2022-108551,04/16/2022,04/17/2022,Second Class,CG-97270,Consumer,West,Washington,Furniture,Tables,1383.88,2,0.2,264.91
4091,US-2021-101129,08/22/2021,08/23/2021,Standard Class,CG-17827,Corporate,South,Florida,Office Supplies,Storage,900.42,7,0.15,-212.91
4092,US-2022-106260,02-07-2022,02-10-2022,Second Class,CG-66389,Corporate,South,North Carolina,Furniture,Chairs,2940.64,4,0.15,-703.94
4093,US-2021-108074,03/31/2021,04-01-2021,Same Day,CG-89840,Consumer,South,North Carolina,Technology,Machines,1054.48,5,0.4,-122.3
4094,US-2024-102786,10/24/2024,10/27/2024,Second Class,CG-23756,Home Office,West,Arizona,Office Supplies,Art,687.64,7,0.1,-28.84
4095,US-2024-102913,11/14/2024,11/20/2024,Standard Class,CG-21590,Consumer,Central,Texas,Furniture,Tables,201.45,2,0.15,23.21
4096,US-2023-102028,06/26/2023,07-03-2023,First Class,CG-70899,Consumer,East,New Jersey,Technology,Copiers,3045.83,6,0,-248.91
4097,US-2022-105241,10/15/2022,10/16/2022,First Class,CG-87073,Consumer,East,New York,Furniture,Chairs,5057.26,7,0.1,200.9
4098,US-2024-101229,10-03-2024,10-09-2024,First Class,CG-54544,Home Office,East,Pennsylvania,Technology,Machines,3455.42,4,0.2,-161.39
4099,US-2024-100962,06/21/2024,06/24/2024,Second Class,CG-64815,Home Office,Central,Michigan,Furniture,Tables,586.06,1,0,-105.6
4100,US-2021-101294,08/16/2021,08/20/2021,First Class,CG-85246,Consumer,West,California,Office Supplies,Art,44.5,3,0,13.26
4101,US-2023-106149,07/20/2023,07/27/2023,Standard Class,CG-21772,Consumer,East,Virginia,Technology,Machines,3748.87,7,0.4,-649.4
4102,US-2022-107363,05-07-2022,05-10-2022,First Class,CG-98597,Consumer,SOUTH,North Carolina,Office Supplies,Paper,40.39,1,0,4.48
4103,US-2024-103396,04-12-2024,04/15/2024,Same Day,CG-27075,Consumer,West,Arizona,Furniture,Bookcases,741.28,3,0.3,-109.84
4104,US-2021-102951,06/30/2021,07-07-2021,Second Class,CG-62603,Corporate,CENTRAL,Ohio,Office Supplies,Labels,55.26,3,0.1,-12.1
4105,US-2023-103827,08/17/2023,08/21/2023,Standard Class,CG-21613,Home Office,East,Massachusetts,Office Supplies,Binders,36.05,3,0,6.1
4106,US-2021-104356,05/24/2021,05/31/2021,Same Day,CG-18161,Consumer,South,Georgia,Technology,Phones,1376.62,7,0.1,-322.4
4107,US-2022-109751,07/26/2022,08-01-2022,Second Class,CG-42720,Consumer,Central,Texas,Furniture,Furnishings,90.2,2,0.5,24.16
4108,US-2024-105213,05/17/2024,05/18/2024,Same Day,CG-54345,Consumer,Central,Ohio,Office Supplies,Labels,141.12,1,0.1,-3.04
4109,US-2023-105720,02-04-2023,02-06-2023,First Class,CG-93057,Consumer,Central,Michigan,Furniture,Furnishings,1633.11,3,0.15,442.17
4110,US-2023-101727,07/25/2023,07/29/2023,Same Day,CG-10881,Corporate,East,Virginia,Technology,Copiers,516.8,1,0,174.01
4111,US-2022-101888,07/21/2022,07/27/2022,Standard Class,CG-57739,Corporate,East,Massachusetts,Office Supplies,Art,399.3,6,0.2,7.89
4112,US-2023-104679,07/15/2023,07/22/2023,Same Day,CG-54748,Home Office,Central,Texas,Technology,Phones,972.11,3,0,294.6
4113,US-2024-106359,09-12-2024,09/16/2024,Second Class,CG-58986,Consumer,West,Nevada,Technology,Accessories,736.07,2,0.15,80.6
4114,US-2024-106957,09-06-2024,09-08-2024,Standard Class,CG-12183,Consumer,West,Oregon,Furniture,Tables,708.04,7,0.15,-73.6
4115,US-2022-104480,10/30/2022,10/31/2022,Same Day,CG-93713,Consumer,Central,Illinois,Technology,Machines,1289.82,2,0.2,187.37
4116,US-2021-101174,07-04-2021,07-11-2021,Second Class,CG-57460,Home Office,Central,Ohio,Technology,Phones,163.11,1,0.5,55.4
4117,US-2021-106605,08-11-2021,08/13/2021,Same Day,CG-23046,Home Office,West,Washington,Technology,Machines,304.5,1,0.2,36.44
4118,US-2023-105567,05-11-2023,05/14/2023,Standard Class,CG-54452,Corporate,Central,Missouri,Technology,Phones,2157.88,2,0.15,166.5
4119,US-2022-105190,12-09-2022,12-11-2022,Second Class,CG-40767,Home Office,South,Florida,Technology,Phones,3934.73,7,0.1,791.86
4120,US-2023-102107,05/21/2023,05/25/2023,Standard Class,CG-70906,Home Office,West,Washington,Office Supplies,Binders,108.57,6,0.5,11.14
4121,US-2022-105030,03-02-2022,03-07-2022,Same Day,CG-53964,Consumer,West,Oregon,Furniture,Tables,2012.99,4,0.4,167.95
4122,US-2024-106115,08-01-2024,08-02-2024,Same Day,CG-58755,Home Office,West,Washington,Technology,Copiers,2150.29,5,0,145.71
4123,US-2021-103585,05/13/2021,05/17/2021,Second Class,CG-65025,Home Office,West,Nevada,Furniture,Tables,1120.92,4,0.15,355.38
4124,US-2021-108524,12/28/2021,01-03-2022,Second Class,CG-82074,Consumer,Central,Illinois,Office Supplies,Art,508.2,5,0.5,-8.2
4125,US-2022-109985,04-09-2022,04-10-2022,Second Class,CG-36267,Consumer,West,Arizona,Office Supplies,Paper,550.61,8,0.1,82.85
4126,US-2022-107588,03-04-2022,03-09-2022,Standard Class,CG-81245,Corporate,West,Arizona,Office Supplies,Storage,278.83,3,0.3,96.2
4127,US-2023-102435,10/23/2023,10/28/2023,First Class,CG-23896,Home Office,West,Arizona,Office Supplies,Labels,40.94,7,0.5,6.57
4128,US-2024-106040,05-04-2024,05-06-2024,Second Class,CG-21015,Home Office,South,Georgia,Office Supplies,Paper,124.81,1,0.5,-29.7
4129,US-2022-106229,04/19/2022,04/20/2022,Second Class,CG-41162,Consumer,Central,Michigan,Office Supplies,Paper,792.82,6,0,21.43
4130,US-2021-106886,10-03-2021,10-05-2021,First Class,CG-63634,Corporate,South,Florida,Technology,Phones,2587.3,7,0.5,220.53
4131,US-2021-105867,02-03-2021,02-04-2021,Same Day,CG-82386,Consumer,West,Arizona,Office Supplies,Labels,35.78,1,0.3,4.77
4132,US-2022-109809,02/23/2022,02/25/2022,Standard Class,CG-78728,Home Office,South,Tennessee,Technology,Phones,1599.36,2,0.1,186.38
4133,US-2021-106424,11/24/2021,11/26/2021,Standard Class,CG-83955,Corporate,West,Arizona,Technology,Accessories,4287.47,6,0.1,870.68
4134,US-2024-108042,01/30/2024,02-05-2024,Same Day,CG-71921,Consumer,Central,Michigan,Technology,Phones,181.43,2,0.2,-9.2
4135,US-2021-105142,10/19/2021,10/26/2021,Second Class,CG-53860,Consumer,South,North Carolina,Furniture,Tables,321.47,1,0,-49.19
4136,US-2024-101164,09/15/2024,09/22/2024,Second Class,CG-44771,Corporate,East,New York,Furniture,Tables,4599.08,7,0.1,838.09
4137,US-2021-103232,02/23/2021,03-02-2021,First Class,CG-67605,Consumer,West,Nevada,Technology,Phones,1117.92,2,0,268.85
4138,US-2023-101397,07/16/2023,07/20/2023,Second Class,CG-79459,Consumer,South,Tennessee,Office Supplies,Storage,528.97,6,0.3,34.48
4139,US-2024-103082,11-11-2024,11/16/2024,Standard Class,CG-11686,Consumer,Central,Illinois,Furniture,Furnishings,2136.08,3,0.1,729.22
4140,US-2022-100059,02-11-2022,02-12-2022,First Class,CG-79827,Corporate,West,California,Technology,Accessories,1570.41,2,0,-225.72
4141,US-2022-100398,12-04-2022,12-07-2022,First Class,CG-82559,Home Office,South,Georgia,Furniture,Furnishings,621.76,5,0.5,60.33
4142,US-2022-107450,08-10-2022,08/16/2022,Standard Class,CG-13428,Home Office,Central,Missouri,Furniture,Furnishings,552.2,1,0.3,-51.43
4143,US-2023-106319,07/29/2023,08-03-2023,Same Day,CG-79451,Corporate,South,North Carolina,Furniture,Furnishings,2514.3,8,0,138.92
4144,US-2024-104961,07-07-2024,07-08-2024,Same Day,CG-67751,Home Office,West,Arizona,Technology,Phones,1365.93,7,0.3,-283.3
4145,US-2021-107242,11/27/2021,12-02-2021,Standard Class,CG-52397,Home Office,Central,Missouri,Technology,Phones,867.08,5,0.5,180.7
4146,US-2021-109034,02/22/2021,02/25/2021,First Class,CG-88714,Home Office,Central,Texas,Furniture,Bookcases,2645.89,4,0.4,-371.16
4147,US-2024-106613,04/29/2024,05-03-2024,Second Class,CG-46631,Corporate,East,Massachusetts,Office Supplies,Labels,139.76,8,0,17.49
4148,US-2021-102422,11-12-2021,11/14/2021,Standard Class,CG-28837,Consumer,Central,Ohio,Office Supplies,Binders,,8,0.15,12.67
4149,US-2024-107020,04/24/2024,04/29/2024,First Class,CG-85567,Consumer,East,New Jersey,Technology,Machines,616.56,2,0.5,87.52
4150,US-2023-103452,07-05-2023,07-12-2023,First Class,CG-47207,Home Office,South,Tennessee,Office Supplies,Storage,121.45,6,0,-29.69
4151,US-2024-104804,04/24/2024,04/28/2024,Standard Class,CG-43037,Consumer,West,Washington,Furniture,Tables,3518.49,5,0,-544.43
4152,US-2024-103971,11/17/2024,11/18/2024,Second Class,CG-43580,Corporate,South,Florida,Office Supplies,Storage,32.26,1,0,-1.3
4153,US-2021-105695,01-07-2021,01/13/2021,Standard Class,CG-67651,Consumer,Central,Missouri,Technology,Copiers,2719.02,8,0,-465.99
4154,US-2024-103654,07-07-2024,07-10-2024,Same Day,CG-18950,Corporate,South,Alabama,Technology,Copiers,5469.88,6,0.1,249.7
4155,US-2022-107627,10/24/2022,10/27/2022,Second Class,CG-91624,Home Office,South,Alabama,Technology,Phones,1989.48,6,0.2,34.63
4156,US-2023-104020,06-02-2023,06-03-2023,Standard Class,CG-57999,Consumer,East,Massachusetts,Technology,Machines,1775.65,6,0.2,611.6
4157,US-2024-105363,02-12-2024,02/14/2024,First Class,CG-51435,Home Office,East,Massachusetts,Furniture,Chairs,128.13,1,0,-29.55
4158,US-2021-109849,06/13/2021,06/16/2021,Second Class,CG-39742,Corporate,South,Georgia,Office Supplies,Labels,432.3,4,0,46.81
4159,US-2022-103201,06/26/2022,07-02-2022,Second Class,CG-91736,Consumer,South,Tennessee,Technology,Machines,1229.52,4,0,-68.61
4160,US-2024-109602,04-10-2024,04/17/2024,Standard Class,CG-33044,Corporate,East,New York,Furniture,Furnishings,248.66,1,0,-61.37
4161,US-2024-107408,11/27/2024,12-02-2024,First Class,CG-21040,Home Office,South,Florida,Office Supplies,Binders,652.72,8,0.4,215.4
4162,US-2023-105416,07/20/2023,07/21/2023,Same Day,CG-61234,Corporate,East,New York,Office Supplies,Storage,884.66,7,0,137.99
